# module=highfre644
# component=frequency_window
# transition_family=bohr
# alpha=2.9999999999999999e-01
# bh_spin=6.9999999999999996e-01
# cloud_mass_fraction=5.0000000000000001e-03
# redshift=0.0000000000000000e+00
# luminosity_distance_m=3.0856775814913671e+19
# primary_mass_msun=1.0000000000000000e+00
# secondary_mass_msun=1.0000000000000002e-02
# transition_frequency_obs_hz=5.3809271737277893e+00
# time_frame=source_and_observer
# columns=t_source_s t_obs_s t_rel_obs_s h_backreacted_binary h_axion h_total h_pure_binary_template overlap_abs eccentricity mean_anomaly
1.124602993291727216e+03 1.124602993291727216e+03 2.484439460821567991e+01 -7.221843757890780959e-21 -5.170047680707157869e-23 -7.273544234697852326e-21 1.330612791300039652e-21 4.886627799409923312e-01 5.480830820709126083e-01 3.732134373596553633e+04
1.124604494146205752e+03 1.124604494146205752e+03 2.484589546269421589e+01 -7.783471298827143519e-21 -5.842282997678529345e-23 -7.841894128803929400e-21 1.433211722845669429e-21 4.886608331550453821e-01 5.480830668076764889e-01 3.732140918087156024e+04
1.124605995000684061e+03 1.124605995000684061e+03 2.484739631717252450e+01 -8.210708654340239388e-21 -6.499437799864142649e-23 -8.275703032338881285e-21 1.529097779742815589e-21 4.886589071647288729e-01 5.480830515444403694e-01 3.732147462577757688e+04
1.124607495855162597e+03 1.124607495855162597e+03 2.484889717165106049e+01 -8.403890392520545008e-21 -7.139816556734189132e-23 -8.475288558087887310e-21 1.618616388211471054e-21 4.886570019703793677e-01 5.480830362812042500e-01 3.732154007068360079e+04
1.124608996709640905e+03 1.124608996709640905e+03 2.485039802612936910e+01 -8.214693203910234311e-21 -7.761767035925515436e-23 -8.292310874269488713e-21 1.702082209287358680e-21 4.886551175723340412e-01 5.480830210179681306e-01 3.732160551558961015e+04
1.124610497564119214e+03 1.124610497564119214e+03 2.485189888060767771e+01 -7.431269609811924347e-21 -8.363684565794615367e-23 -7.514906455469870419e-21 1.779781781878239428e-21 4.886532539709286249e-01 5.480830057547320111e-01 3.732167096049562679e+04
1.124611998418597750e+03 1.124611998418597750e+03 2.485339973508621370e+01 -5.772806929889568877e-21 -8.944016175657773245e-23 -5.862247091646146985e-21 1.851975887044927330e-21 4.886514111664988502e-01 5.480829904914958917e-01 3.732173640540165070e+04
1.124613499273076059e+03 1.124613499273076059e+03 2.485490058956452231e+01 -2.920083654216634212e-21 -9.501264601753319115e-23 -3.015096300234167544e-21 1.918901660741819260e-21 4.886495891593803931e-01 5.480829752282598832e-01 3.732180185030766006e+04
1.124615000127554595e+03 1.124615000127554595e+03 2.485640144404305829e+01 1.364715900240774592e-21 -1.003399215031649770e-22 1.264375978737609627e-21 1.980774479617891790e-21 4.886477879499077637e-01 5.480829599650237638e-01 3.732186729521368397e+04
1.124616500982032903e+03 1.124616500982032903e+03 2.485790229852136690e+01 6.964424602835808152e-21 -1.054082440649860701e-22 6.859016358770822599e-21 2.037789642158689687e-21 4.886460075384159718e-01 5.480829447017876443e-01 3.732193274011970061e+04
