distance_kpc\alpha,0.1,0.12,0.14,0.16,0.18,0.2,0.22,0.24,0.26,0.28,0.3
3.401304938279253065e+00,4.250636872881206139e-15,4.325143339632766887e-14,2.151718595497388691e-13,8.474136204916418961e-13,1.047513545907063190e-11,3.609412448185867969e-03,2.451805802979575843e-02,1.303272018376116781e-01,5.762257935121389840e-01,2.105359997022144380e+00,5.769260117833169943e+00
3.934927263095849170e+00,3.674200619197203387e-15,3.738603134504803803e-14,1.859920297203799835e-13,7.324943866625962048e-13,9.054584134307332385e-12,3.119933753144487829e-03,2.119312156945713996e-02,1.126533034955334439e-01,4.980828122080025455e-01,1.819848468836253730e+00,4.986880726624886684e+00
4.552268275507310058e+00,3.175935887687010958e-15,3.231604665966028810e-14,1.607693273269789141e-13,6.331595498558603884e-13,7.826676243528396760e-12,2.696834114622357129e-03,1.831908552104569154e-02,9.737619322380237918e-02,4.305369364063464932e-01,1.573055655189606661e+00,4.310601164386932638e+00
5.266462393484280469e+00,2.745241702371206726e-15,2.793361140878800877e-14,1.389671194406946405e-13,5.472956829064890861e-13,6.765287075848440600e-12,2.331111753402069324e-03,1.583480249606200943e-02,8.417083842672437588e-02,3.721510742128437688e-01,1.359730843912725362e+00,3.726033048917483992e+00
6.092704661368680163e+00,2.372954704046808693e-15,2.414548581869682563e-14,1.201215468568024622e-13,4.730759641803863461e-13,5.847834737828443656e-12,2.014985637190450964e-03,1.368741740963165358e-02,7.275628474379479405e-02,3.216830202625377555e-01,1.175335381038862703e+00,3.220739231531262625e+00
7.048574036451903169e+00,2.051154192577712113e-15,2.087107452341354878e-14,1.038316551234895447e-13,4.089213105001611059e-13,5.054799705844612293e-12,1.741729933006567208e-03,1.183124294679892448e-02,6.288967852361868061e-02,2.780590268188911085e-01,1.015946107353607131e+00,2.783969186891210867e+00
8.154407395185170770e+00,1.772993607738974154e-15,1.804071183461455005e-14,8.975086391898836954e-14,3.534667809024607697e-13,4.369309532795544586e-12,1.505530909769123901e-03,1.022678752879109705e-02,5.436109992053192452e-02,2.403509589420278758e-01,8.781718900818298312e-01,2.406430287085000952e+00
9.433732216299784312e+00,1.532554863236674539e-15,1.559417954904462297e-14,7.757959328130238400e-14,3.055325364401597065e-13,3.776779873454574904e-12,1.301363246572683104e-03,8.839915098466849530e-03,4.698909668396918787e-02,2.077565476843123149e-01,7.590814738576263654e-01,2.080090093621534741e+00
1.091376714651273794e+01,1.324722434744485303e-15,1.347942575864758217e-14,6.705888980773322058e-14,2.640987381762404807e-13,3.264604190997933995e-12,1.124883115013496039e-03,7.641118848720185840e-03,4.061682361841731370e-02,1.795823211843923239e-01,6.561411159496057799e-01,1.798005460953381318e+00
1.262600109874856535e+01,1.145074523080448254e-15,1.165145740508184736e-14,5.796491721656795779e-14,2.282838493043537909e-13,2.821885542969931784e-12,9.723357608069602446e-04,6.604893441837827311e-03,3.510870557791427593e-02,1.552288505052465406e-01,5.671606788816752065e-01,1.554174815567571422e+00
1.460686320364988866e+01,9.897889769344938615e-16,1.007138301684280060e-14,5.010419405327092322e-14,1.973258797565178043e-13,2.439204740219530601e-12,8.404756184225481213e-04,5.709192363280548958e-03,3.034755299766347600e-02,1.341779963097747552e-01,4.902470335272028357e-01,1.343410467765605354e+00
1.689849786812458632e+01,8.555619735783806301e-16,8.705585262467597527e-15,4.330947721961513365e-14,1.705661742621626812e-13,2.108419946206449936e-12,7.264972591119239678e-04,4.934958864661305802e-03,2.623206859341880096e-02,1.159818850368759813e-01,4.237637812905641899e-01,1.161228239464889844e+00
1.954966143091261443e+01,7.395377274258920377e-16,7.525005715238009945e-15,3.743620374458279089e-14,1.474353989366643925e-13,1.822493452993667424e-12,6.279757031949837051e-04,4.265720516361323246e-03,2.267469218169944692e-02,1.002533800374478812e-01,3.662964384336513946e-01,1.003752059765848692e+00
