preset,alpha,snr_model,detector_curve_kind,scan_low_hz,detector_curve_extrapolated,snr_ref,rho2_ref,transition_freq_obs_mhz,peak_overlap_abs,max_h_axion_ref,time_samples,nyquist_hz,df_hz,runtime_s,status,message
322,0.281818181818,deterministic_strain_psd_v6_geometry_quadrature_decigo_n4_response,characteristic_strain,2.0000000000000001e-04,True,2.8297694397975885e+01,8.0075950824123572e+02,3.0837849470688088e+00,3.9258654934404436e-03,4.9710921170445849e-23,583892,2.2630123876982846e-02,1.9378689789364169e-08,32.448,ok,
322,0.283838383838,deterministic_strain_psd_v6_geometry_quadrature_decigo_n4_response,characteristic_strain,2.0000000000000001e-04,True,3.2390287864883241e+01,1.0491307479700029e+03,3.1959109322630681e+00,3.9405201343775233e-03,5.2070595887664562e-23,605121,2.3452905697193244e-02,1.9378690953704503e-08,29.916,ok,
322,0.285858585859,deterministic_strain_psd_v6_geometry_quadrature_decigo_n4_response,characteristic_strain,2.0000000000000001e-04,True,3.7038025808651120e+01,1.3718153558023062e+03,3.3112749634605008e+00,3.9548548467937235e-03,5.4529705459268192e-23,626963,2.4299445831774971e-02,1.9378692069368503e-08,29.852,ok,
322,0.287878787879,deterministic_strain_psd_v6_geometry_quadrature_decigo_n4_response,characteristic_strain,2.0000000000000001e-04,True,4.2301488744960480e+01,1.7894159500400176e+03,3.4299466725208414e+00,3.9587250639786242e-03,5.7085603851232666e-23,649431,2.5170248127525465e-02,1.9378693138705625e-08,27.782,ok,
322,0.289898989899,deterministic_strain_psd_v6_geometry_quadrature_decigo_n4_response,characteristic_strain,2.0000000000000001e-04,True,4.8298359532065028e+01,2.3327315334886166e+03,3.5519966824750595e+00,3.9797649246701653e-03,5.9738486547124026e-23,672538,2.6065816431242159e-02,1.9378694163929889e-08,30.331,ok,
322,0.291919191919,deterministic_strain_psd_v6_geometry_quadrature_decigo_n4_response,characteristic_strain,2.0000000000000001e-04,True,5.4011178707832180e+01,2.9172074254093845e+03,3.6774966145396712e+00,3.9948832080594198e-03,6.2464961671323498e-23,696299,2.6986732104614396e-02,1.9378695147210031e-08,28.081,ok,
322,0.293939393939,deterministic_strain_psd_v6_geometry_quadrature_decigo_n4_response,characteristic_strain,2.0000000000000001e-04,True,6.0040528833642341e+01,3.6048651026234370e+03,3.8065190951158310e+00,4.0074927809741851e-03,6.5315748418537818e-23,720726,2.7933460236993658e-02,1.9378696090465488e-08,27.340,ok,
322,0.29595959596,deterministic_strain_psd_v6_geometry_quadrature_decigo_n4_response,characteristic_strain,2.0000000000000001e-04,True,6.6756505541362372e+01,4.4564310320939449e+03,3.9391377627895996e+00,4.0178439425615628e-03,6.8260170863180901e-23,745834,2.8906582190069290e-02,1.9378696995624556e-08,28.120,ok,
322,0.29797979798,deterministic_strain_psd_v6_geometry_quadrature_decigo_n4_response,characteristic_strain,2.0000000000000001e-04,True,7.4191343421113515e+01,5.5043554386296037e+03,4.0754272753485923e+00,4.0284097306174773e-03,7.1322179963253697e-23,750000,2.9068045709924044e-02,1.9378697139949361e-08,18.873,ok,
322,0.3,deterministic_strain_psd_v6_geometry_quadrature_decigo_n4_response,characteristic_strain,2.0000000000000001e-04,True,8.2478340029535204e+01,6.8026765740276287e+03,4.2154633167787310e+00,4.0429932418896176e-03,7.4485517340669455e-23,750000,2.9068045709924044e-02,1.9378697139949361e-08,17.936,ok,
