1.6352804059e+0, 4.5284393239e-22
1.7100535432e+0, 3.1740058074e-22
1.7882456796e+0, 2.2246765707e-22
1.7882456796e+0, 1.5592869529e-22
1.9555194321e+0, 1.0929120366e-22
2.1384400885e+0, 8.3720069847e-23
2.3384712712e+0, 5.8679816352e-23
2.4453977854e+0, 4.1128977239e-23
2.6741420058e+0, 2.8827506183e-23
3.0579958606e+0, 2.0205343495e-23
3.3440429338e+0, 1.5477849196e-23
3.4969491759e+0, 1.1856458456e-23
3.8240562494e+0, 8.3102511271e-24
3.9989110830e+0, 6.3658810730e-24
4.3729720247e+0, 5.3295200807e-24
4.7820228886e+0, 4.0825590576e-24
5.2293366567e+0, 2.8614860951e-24
5.9799703288e+0, 2.0056299387e-24
6.2534042556e+0, 1.5363677308e-24
7.1510354674e+0, 1.1768999647e-24
8.1775151845e+0, 1.1768999647e-24
8.9424456785e+0, 1.0768478390e-24
1.0693656105e+1, 1.1768999647e-24
1.2228653539e+1, 1.0768478390e-24
1.5292060918e+1, 1.0768478390e-24
1.8286724512e+1, 9.0153776291e-25
2.1867836858e+1, 7.5476804481e-25
2.6150242956e+1, 7.5476804481e-25
3.1271278046e+1, 8.2489508098e-25
3.5760045133e+1, 9.0153776291e-25
4.0893142456e+1, 7.5476804481e-25
4.6763058987e+1, 6.3189233429e-25
5.1137308255e+1, 5.2902070362e-25
5.5920727862e+1, 4.8404691862e-25
6.3947746212e+1, 4.4289650258e-25
7.6470714080e+1, 3.7079326131e-25
8.7447535174e+1, 4.0524441836e-25
1.0457249638e+2, 3.7079326131e-25
1.1958312624e+2, 3.3927091010e-25
1.3674842407e+2, 3.1042837735e-25
1.5637767697e+2, 2.8403784291e-25
1.7100535432e+2, 3.1042837735e-25
1.8700131486e+2, 3.1042837735e-25
2.1384400885e+2, 3.1042837735e-25
2.5572135106e+2, 2.8403784291e-25
3.0579958606e+2, 2.8403784291e-25
3.6568470504e+2, 2.8403784291e-25
4.1817611475e+2, 3.1042837735e-25
5.0006807121e+2, 3.3927091010e-25
5.9799703288e+2, 3.7079326131e-25
7.1510354674e+2, 4.0524441836e-25
8.1775151845e+2, 4.4289650258e-25
9.3513386835e+2, 4.8404691862e-25
1.1182623143e+3, 5.7817309459e-25
1.3372530350e+3, 6.9060273796e-25
1.5991289850e+3, 8.2489508098e-25
1.9122884328e+3, 9.0153776291e-25
2.1867836858e+3, 1.0768478390e-24
2.3913369624e+3, 1.1768999647e-24
2.7345961869e+3, 1.4057560713e-24
3.1271278046e+3, 1.6791147856e-24
3.5760045133e+3, 2.0056299387e-24
4.4718315624e+3, 2.1919771009e-24
5.1137308255e+3, 2.3956381575e-24
5.8477701119e+3, 2.8614860951e-24
6.9929463152e+3, 3.4179212946e-24
7.9967334714e+3, 3.7354873229e-24
8.7447535174e+3, 4.8764400998e-24
9.5627438821e+3, 4.8764400998e-24
